Delta,Latency,Num_of_topics
0.101,0.22354793548583984,11
0.1,0.3365044593811035,11
0.099,0.29973745346069336,11
0.101,0.2862429618835449,11
0.099,0.23546576499938965,11
0.1,0.2105700969696045,11
0.1,0.3101930618286133,11
0.1,0.2878739833831787,11
0.101,0.2779502868652344,11
0.099,0.26149535179138184,11
0.101,0.2633800506591797,11
0.099,0.3086974620819092,11
0.101,0.3059980869293213,11
0.1,0.2774019241333008,11
0.1,0.233445405960083,11
0.099,0.22037434577941895,11
0.101,0.3257331848144531,11
0.099,0.3009767532348633,11
0.101,0.28807950019836426,11
0.1,0.2698349952697754,11
0.1,0.28128790855407715,11
0.1,0.3092367649078369,11
0.1,0.2850534915924072,11
0.099,0.2708594799041748,11
0.101,0.2507808208465576,11
0.099,0.2127687931060791,11
0.101,0.31543731689453125,11
0.099,0.29178833961486816,11
0.101,0.28411293029785156,11
0.099,0.26055479049682617,11
0.1,0.2413322925567627,11
0.101,0.3053426742553711,11
0.099,0.2838916778564453,11
0.101,0.2783172130584717,11
0.1,0.20541691780090332,11
0.1,0.2285153865814209,11
0.099,0.32003116607666016,11
0.101,0.299884557723999,11
0.099,0.287203311920166,11
0.101,0.2650032043457031,11
0.099,0.25211358070373535,11
0.1,0.35010790824890137,11
0.101,0.28665661811828613,11
0.099,0.27135276794433594,11
0.101,0.25231242179870605,11
0.099,0.2133474349975586,11
0.101,0.3141908645629883,11
0.099,0.2937443256378174,11
0.101,0.2829592227935791,11
0.099,0.20699477195739746,11
0.102,0.23078203201293945,11
0.098,0.3264286518096924,11
0.1,0.3014638423919678,11
0.101,0.29235386848449707,11
0.099,0.2937812805175781,11
0.101,0.21880197525024414,11
0.099,0.3191986083984375,11
0.101,0.29755616188049316,11
0.1,0.2842428684234619,11
0.1,0.26680612564086914,11
0.1,0.2262248992919922,11
0.099,0.3231241703033447,11
0.101,0.2982954978942871,11
0.1,0.29021286964416504,11
0.1,0.29868483543395996,11
0.1,0.24846386909484863,11
0.1,0.345592737197876,11
0.099,0.28038597106933594,11
0.101,0.26903414726257324,11
0.099,0.22181439399719238,11
0.101,0.2294774055480957,11
0.1,0.3161630630493164,11
0.099,0.2933468818664551,11
0.101,0.2821779251098633,11
0.099,0.23134922981262207,11
0.1,0.28365349769592285,11
0.1,0.38953232765197754,11
0.1,0.28378725051879883,11
0.101,0.2603123188018799,11
3.978,0.3084871768951416,12
0.101,0.30482983589172363,12
0.098,0.22591447830200195,12
0.1,0.2904949188232422,12
0.1,0.30834102630615234,12
0.1,0.25768589973449707,12
0.1,0.2955605983734131,12
0.1,0.2319653034210205,12
0.1,0.3311772346496582,12
0.101,0.2653505802154541,12
0.1,0.2554914951324463,12
0.1,0.2932159900665283,12
0.099,0.21515560150146484,12
0.102,0.30269408226013184,12
0.099,0.3117990493774414,12
0.1,0.2564408779144287,12
0.099,0.29839372634887695,12
0.1,0.2563135623931885,12
0.1,0.32062339782714844,12
0.1,0.29983949661254883,12
0.101,0.24786019325256348,12
0.1,0.2838099002838135,12
0.1,0.24408316612243652,12
0.099,0.33167338371276855,12
0.1,0.3228621482849121,12
0.101,0.24394822120666504,12
0.099,0.27988743782043457,12
0.1,0.2435472011566162,12
0.101,0.3202829360961914,12
0.1,0.29932069778442383,12
0.1,0.24600696563720703,12
0.099,0.288254976272583,12
0.101,0.23616766929626465,12
0.099,0.31559300422668457,12
0.101,0.3136134147644043,12
0.099,0.26552295684814453,12
0.101,0.29703259468078613,12
0.099,0.23467755317687988,12
0.101,0.29573893547058105,12
0.099,0.3209083080291748,12
0.101,0.2680830955505371,12
0.099,0.3024251461029053,12
0.101,0.20288729667663574,12
0.1,0.3023090362548828,12
0.1,0.2794675827026367,12
0.099,0.3043406009674072,12
0.1,0.30637598037719727,12
0.101,0.2084791660308838,12
0.099,0.30246591567993164,12
0.101,0.32665014266967773,12
0.099,0.2721846103668213,12
0.1,0.30744099617004395,12
0.102,0.21384358406066895,12
0.098,0.3087468147277832,12
0.1,0.33278679847717285,12
0.101,0.27081918716430664,12
0.099,0.30587053298950195,12
0.101,0.2303471565246582,12
0.099,0.32827138900756836,12
0.101,0.3065524101257324,12
0.1,0.25376415252685547,12
0.099,0.2918283939361572,12
0.1,0.19652104377746582,12
0.1,0.29627108573913574,12
0.101,0.31792497634887695,12
0.099,0.2648763656616211,12
0.1,0.3045985698699951,12
0.101,0.22894644737243652,12
0.099,0.3579120635986328,12
0.1,0.3460090160369873,12
0.1,0.2606029510498047,12
0.1,0.2915196418762207,12
0.101,0.24578118324279785,12
0.1,0.3318781852722168,12
0.099,0.3473668098449707,12
0.1,0.25669097900390625,12
0.1,0.29717540740966797,12
0.1,0.25500988960266113,12
0.101,0.297607421875,12
0.099,0.3180992603302002,12
0.1,0.2504880428314209,12
0.101,0.288576602935791,12
0.099,0.19181275367736816,12
0.102,0.31531476974487305,12
0.099,0.311830997467041,12
0.099,0.2603907585144043,12
0.1,0.2988007068634033,12
0.1,0.23770809173583984,12
0.101,0.3072631359100342,12
0.099,0.30862998962402344,12
0.1,0.26381397247314453,12
0.101,0.29622459411621094,12
0.1,0.2266230583190918,12
0.099,0.2874727249145508,12
0.101,0.34999799728393555,12
0.099,0.2614312171936035,12
0.1,0.2933213710784912,12
0.101,0.20221471786499023,12
0.099,0.29846644401550293,12
0.101,0.2786750793457031,12
0.099,0.26555609703063965,12
0.1,0.30545878410339355,12
0.1,0.19994521141052246,12
0.1,0.29970574378967285,12
0.1,0.318570613861084,12
0.101,0.26958179473876953,12
0.1,0.30853819847106934,12
0.1,0.2014932632446289,12
0.099,0.46343541145324707,12
0.1,0.4741806983947754,12
0.1,0.2675352096557617,12
0.1,0.32472920417785645,12
0.101,0.19939088821411133,12
0.099,0.30060410499572754,12
0.1,0.3174712657928467,12
0.1,0.2659897804260254,12
0.101,0.3045024871826172,12
0.099,0.19218850135803223,12
0.1,0.2958967685699463,12
0.1,0.35677051544189453,12
0.1,0.2652614116668701,12
0.1,0.3013167381286621,12
0.1,0.20180702209472656,12
0.101,0.3026728630065918,12
0.101,0.278850793838501,12
0.099,0.2663722038269043,12
0.099,0.30373191833496094,12
0.1,0.22796630859375,12
0.101,0.29147815704345703,12
0.1,0.31062889099121094,12
0.099,0.2580716609954834,12
0.101,0.29695820808410645,12
0.099,0.22733831405639648,12
0.1,0.29251790046691895,12
0.1,0.3130300045013428,12
0.1,0.2603340148925781,12
0.101,0.304534912109375,12
0.1,0.26090431213378906,12
0.099,0.32595324516296387,12
0.1,0.28526949882507324,12
0.101,0.24961090087890625,12
0.099,0.28920412063598633,12
0.1,0.20011258125305176,12
0.1,0.2987098693847656,12
0.1,0.31563639640808105,12
0.101,0.26377344131469727,12
0.099,0.30289554595947266,12
0.1,0.2557642459869385,12
0.101,0.3331410884857178,12
0.099,0.3267951011657715,12
0.1,0.24665045738220215,12
0.101,0.28615760803222656,12
0.099,0.21351170539855957,12
0.1,0.2926211357116699,12
0.1,0.3120424747467041,12
0.101,0.26217198371887207,12
0.1,0.2998201847076416,12
0.1,0.20043110847473145,12
0.1,0.29893064498901367,12
0.1,0.3178279399871826,12
0.1,0.2685403823852539,12
0.099,0.3060767650604248,12
0.101,0.2050952911376953,12
0.099,0.3033638000488281,12
0.1,0.3183298110961914,12
0.101,0.27394866943359375,12
0.099,0.3045079708099365,12
0.101,0.2014467716217041,12
0.099,0.2990138530731201,12
0.101,0.31829166412353516,12
0.1,0.26859116554260254,12
0.099,0.3017005920410156,12
0.101,0.22764062881469727,12
0.099,0.2902097702026367,12
0.101,0.31209397315979004,12
0.1,0.2601909637451172,12
0.099,0.2963449954986572,12
0.101,0.19530010223388672,12
0.1,0.2967362403869629,12
0.1,0.3165009021759033,12
0.1,0.2646355628967285,12
0.1,0.30576395988464355,12
0.099,0.19820165634155273,12
0.1,0.2999711036682129,12
0.101,0.35956382751464844,12
0.101,0.29202747344970703,12
0.099,0.3050839900970459,12
0.099,0.2592654228210449,12
0.1,0.3231198787689209,12
0.101,0.25900864601135254,12
0.099,0.280625581741333,12
0.1,0.28443408012390137,12
0.101,0.2406015396118164,12
0.099,0.3228633403778076,12
0.101,0.2973787784576416,12
0.1,0.24200844764709473,12
0.1,0.28041958808898926,12
0.1,0.20881271362304688,12
0.1,0.29270052909851074,12
0.099,0.30801939964294434,12
0.101,0.25507354736328125,12
0.099,0.29538488388061523,12
0.101,0.23120760917663574,12
0.1,0.3307828903198242,12
0.099,0.31073975563049316,12
0.101,0.25786375999450684,12
0.099,0.29868340492248535,12
0.101,0.21362590789794922,12
0.1,0.29093432426452637,12
0.1,0.3090536594390869,12
0.099,0.25307655334472656,12
0.1,0.29198241233825684,12
0.1,0.1989889144897461,12
0.1,0.29795241355895996,12
0.101,0.31792330741882324,12
0.1,0.2669551372528076,12
0.099,0.3048868179321289,12
0.101,0.1998882293701172,12
0.1,0.30332326889038086,12
0.1,0.3194866180419922,12
0.099,0.2696399688720703,12
0.1,0.3020200729370117,12
0.1,0.20351481437683105,12
0.1,0.300457239151001,12
0.101,0.3170509338378906,12
0.099,0.26717543601989746,12
0.101,0.3046882152557373,12
0.1,0.2293405532836914,12
3.277,0.3649482727050781,13
0.099,0.2715764045715332,13
0.101,0.23691248893737793,13
0.1,0.3029615879058838,13
0.1,0.31751418113708496,13
0.1,0.296065092086792,13
0.1,0.27761125564575195,13
0.1,0.17882251739501953,13
0.1,0.2974421977996826,13
0.1,0.3457167148590088,13
0.1,0.32938241958618164,13
0.1,0.2893249988555908,13
0.1,0.18361735343933105,13
0.1,0.32265186309814453,13
0.1,0.3403453826904297,13
0.099,0.30351805686950684,13
0.1,0.2823455333709717,13
0.101,0.19321489334106445,13
0.1,0.27963900566101074,13
0.1,0.34530019760131836,13
0.1,0.3131546974182129,13
0.099,0.2888054847717285,13
0.1,0.21747756004333496,13
0.101,0.28235697746276855,13
0.1,0.3426246643066406,13
0.099,0.3118717670440674,13
0.101,0.27985334396362305,13
0.1,0.20597577095031738,13
0.099,0.2797574996948242,13
0.101,0.3314065933227539,13
0.1,0.300494909286499,13
0.099,0.312150239944458,13
0.101,0.19348788261413574,13
0.1,0.2910153865814209,13
0.101,0.3467121124267578,13
0.099,0.3315753936767578,13
0.1,0.2940680980682373,13
0.1,0.1846325397491455,13
0.1,0.2861001491546631,13
0.099,0.34230518341064453,13
0.101,0.3111586570739746,13
0.1,0.29618358612060547,13
0.099,0.2669553756713867,13
0.101,0.3148915767669678,13
0.099,0.36241865158081055,13
0.101,0.2854652404785156,13
0.1,0.27463746070861816,13
0.1,0.25918126106262207,13
0.099,0.3046128749847412,13
0.101,0.324143648147583,13
0.1,0.2962980270385742,13
0.1,0.2781829833984375,13
0.099,0.23831987380981445,13
0.101,0.2735097408294678,13
0.099,0.33160877227783203,13
0.101,0.28743958473205566,13
0.1,0.2691349983215332,13
0.099,0.20418763160705566,13
0.101,0.3043253421783447,13
0.1,0.32778382301330566,13
0.1,0.2836344242095947,13
0.099,0.26419520378112793,13
0.101,0.22156620025634766,13
0.099,0.2821197509765625,13
0.101,0.3461570739746094,13
0.1,0.30535459518432617,13
0.1,0.2748067378997803,13
0.1,0.19542884826660156,13
0.1,0.3000330924987793,13
0.1,0.3378489017486572,13
0.1,0.31212949752807617,13
0.099,0.2809937000274658,13
0.101,0.18130993843078613,13
0.1,0.29149508476257324,13
0.1,0.3436105251312256,13
0.1,0.3105967044830322,13
0.099,0.2983696460723877,13
0.101,0.1903693675994873,13
0.099,0.2848496437072754,13
0.101,0.3472731113433838,13
0.1,0.311931848526001,13
0.099,0.2960031032562256,13
0.101,0.22101426124572754,13
0.1,0.2908294200897217,13
0.1,0.3513987064361572,13
0.099,0.30762481689453125,13
0.101,0.2893848419189453,13
0.099,0.18607091903686523,13
0.1,0.28766822814941406,13
0.101,0.3518350124359131,13
0.099,0.31130528450012207,13
0.101,0.2954256534576416,13
0.1,0.19247889518737793,13
0.1,0.29052138328552246,13
0.1,0.3506495952606201,13
0.1,0.31287574768066406,13
0.1,0.3020138740539551,13
0.1,0.19399428367614746,13
0.099,0.28923916816711426,13
0.101,0.34635233879089355,13
0.099,0.3112013339996338,13
0.101,0.29846954345703125,13
0.099,0.24082207679748535,13
0.101,0.3468148708343506,13
0.099,0.3218395709991455,13
0.101,0.29085636138916016,13
0.1,0.28415942192077637,13
0.1,0.23465871810913086,13
0.099,0.28170347213745117,13
0.101,0.34112977981567383,13
0.1,0.298206090927124,13
0.099,0.27898168563842773,13
0.101,0.21656394004821777,13
0.1,0.2837843894958496,13
0.1,0.34334325790405273,13
0.099,0.3075704574584961,13
0.101,0.28814029693603516,13
0.099,0.24787259101867676,13
0.101,0.3130490779876709,13
0.1,0.37146425247192383,13
0.1,0.29180002212524414,13
0.1,0.27420687675476074,13
0.1,0.19898080825805664,13
0.1,0.28036069869995117,13
0.1,0.34217119216918945,13
0.1,0.30888843536376953,13
0.1,0.28839659690856934,13
0.099,0.18528461456298828,13
0.101,0.2866964340209961,13
0.099,0.3451972007751465,13
0.101,0.3203091621398926,13
0.1,0.29279470443725586,13
0.1,0.18340444564819336,13
0.099,0.2812469005584717,13
0.101,0.34447574615478516,13
0.1,0.3076002597808838,13
0.1,0.2904782295227051,13
0.1,0.214569091796875,13
0.1,0.27315306663513184,13
0.1,0.3320643901824951,13
0.099,0.30004405975341797,13
0.1,0.28363585472106934,13
0.1,0.20995545387268066,13
0.101,0.28547048568725586,13
0.1,0.34835267066955566,13
0.1,0.31075453758239746,13
0.1,0.29421448707580566,13
0.1,0.20526647567749023,13
0.1,0.28972434997558594,13
0.1,0.34930849075317383,13
0.1,0.3235945701599121,13
0.1,0.29767274856567383,13
0.1,0.18888354301452637,13
0.1,0.28841137886047363,13
0.1,0.3483002185821533,13
0.099,0.31375598907470703,13
0.101,0.29334187507629395,13
0.099,0.21292352676391602,13
0.101,0.2808411121368408,13
0.099,0.33611583709716797,13
0.101,0.3065767288208008,13
0.1,0.28603553771972656,13
0.099,0.2686474323272705,13
0.1,0.3425750732421875,13
0.101,0.3231189250946045,13
0.099,0.28600335121154785,13
0.1,0.2686326503753662,13
0.101,0.23585820198059082,13
0.1,0.31284141540527344,13
0.1,0.3687572479248047,13
0.1,0.28809618949890137,13
0.1,0.267071008682251,13
0.1,0.23533892631530762,13
0.099,0.26975011825561523,13
0.1,0.3299674987792969,13
0.1,0.29668664932250977,13
0.101,0.27878499031066895,13
0.099,0.21542119979858398,13
0.1,0.33382654190063477,13
0.1,0.3538243770599365,13
0.101,0.31854748725891113,13
0.1,0.29562997817993164,13
0.099,0.20598602294921875,13
0.1,0.284757137298584,13
0.1,0.34737372398376465,13
0.101,0.3107922077178955,13
0.1,0.2897512912750244,13
0.099,0.1899731159210205,13
0.101,0.28638553619384766,13
0.1,0.34737682342529297,13
0.1,0.31098246574401855,13
0.1,0.30074381828308105,13
0.099,0.22046518325805664,13
0.1,0.3239905834197998,13
0.101,0.3444325923919678,13
0.099,0.29863619804382324,13
0.101,0.2826807498931885,13
0.1,0.2056875228881836,13
0.1,0.28618407249450684,13
0.099,0.3450620174407959,13
0.101,0.31061673164367676,13
0.1,0.29758739471435547,13
0.1,0.1997978687286377,13
0.1,0.3047475814819336,13
0.1,0.3560192584991455,13
0.099,0.3097875118255615,13
0.101,0.2904469966888428,13
0.1,0.1920151710510254,13
0.099,0.28666114807128906,13
0.101,0.34778618812561035,13
0.1,0.3136148452758789,13
0.099,0.2951364517211914,13
0.101,0.18608927726745605,13
0.1,0.28684115409851074,13
0.1,0.3519473075866699,13
0.099,0.3425257205963135,13
0.101,0.30077266693115234,13
0.1,0.2440497875213623,13
0.1,0.3438591957092285,13
0.099,0.3247673511505127,13
0.102,0.29156923294067383,13
0.099,0.27121472358703613,13
0.099,0.2531003952026367,13
0.1,0.2944016456604004,13
0.101,0.31562018394470215,13
0.1,0.28215670585632324,13
0.1,0.2647576332092285,13
0.1,0.25844526290893555,13
0.1,0.33338189125061035,13
0.1,0.3147299289703369,13
0.099,0.27639317512512207,13
0.1,0.25618481636047363,13
0.101,0.19954395294189453,13
0.1,0.27573680877685547,13
0.1,0.3417472839355469,13
3.582,0.38085436820983887,14
0.099,0.3051929473876953,14
0.1,0.159285306930542,14
0.1,0.28091859817504883,14
0.1,0.32125306129455566,14
0.101,0.29944849014282227,14
0.099,0.27162957191467285,14
0.101,0.2170085906982422,14
0.099,0.24800467491149902,14
0.101,0.308882474899292,14
0.099,0.2840447425842285,14
0.1,0.27308130264282227,14
0.1,0.21781682968139648,14
0.1,0.2870137691497803,14
0.1,0.2981116771697998,14
0.1,0.265430212020874,14
0.1,0.2489771842956543,14
0.101,0.20914912223815918,14
0.099,0.25101637840270996,14
0.1,0.32042646408081055,14
0.1,0.27306199073791504,14
0.1,0.2649824619293213,14
0.101,0.189589262008667,14
0.1,0.28844785690307617,14
0.099,0.34711670875549316,14
0.1,0.26651573181152344,14
0.1,0.2509491443634033,14
0.1,0.18886399269104004,14
0.1,0.2522237300872803,14
0.1,0.3519139289855957,14
0.1,0.2761380672454834,14
0.101,0.2570211887359619,14
0.099,0.15470457077026367,14
0.1,0.2544136047363281,14
0.1,0.31530237197875977,14
0.1,0.28234386444091797,14
0.101,0.26737070083618164,14
0.099,0.18682456016540527,14
0.1,0.2573568820953369,14
0.101,0.3547544479370117,14
0.1,0.2797412872314453,14
0.099,0.26041603088378906,14
0.1,0.1633927822113037,14
0.1,0.2614743709564209,14
0.1,0.31644368171691895,14
0.101,0.28334736824035645,14
0.1,0.2666783332824707,14
0.099,0.1585090160369873,14
0.1,0.2589256763458252,14
0.1,0.3166615962982178,14
0.1,0.3374655246734619,14
0.1,0.2657790184020996,14
0.1,0.16494250297546387,14
0.1,0.2587113380432129,14
0.101,0.31986188888549805,14
0.099,0.2853739261627197,14
0.1,0.26736998558044434,14
0.1,0.15785646438598633,14
0.1,0.25881338119506836,14
0.1,0.3613123893737793,14
0.1,0.29726195335388184,14
0.1,0.3165781497955322,14
0.1,0.2233867645263672,14
0.1,0.31994104385375977,14
0.1,0.3323080539703369,14
0.1,0.2582364082336426,14
0.1,0.2409827709197998,14
0.1,0.22013616561889648,14
0.101,0.27843642234802246,14
0.1,0.33817625045776367,14
0.099,0.2654111385345459,14
0.1,0.2479720115661621,14
0.1,0.2323436737060547,14
0.101,0.28111863136291504,14
0.099,0.37998294830322266,14
0.101,0.2582519054412842,14
0.099,0.24297118186950684,14
0.101,0.17636537551879883,14
0.1,0.2588160037994385,14
0.1,0.31618475914001465,14
0.099,0.2788217067718506,14
0.101,0.2585258483886719,14
0.099,0.18742728233337402,14
0.1,0.2900962829589844,14
0.1,0.31382203102111816,14
0.101,0.28817224502563477,14
0.102,0.2702453136444092,14
0.097,0.1760413646697998,14
0.1,0.25431180000305176,14
0.101,0.3145313262939453,14
0.099,0.27768611907958984,14
0.101,0.26156067848205566,14
0.1,0.18997836112976074,14
0.099,0.29172229766845703,14
0.1,0.3504171371459961,14
0.101,0.2745823860168457,14
0.099,0.25250768661499023,14
0.1,0.1571962833404541,14
0.1,0.2554173469543457,14
0.101,0.31732821464538574,14
0.099,0.3018665313720703,14
0.103,0.26668381690979004,14
0.097,0.16530275344848633,14
0.101,0.26283788681030273,14
0.1,0.3215775489807129,14
0.1,0.28310394287109375,14
0.1,0.2655222415924072,14
0.099,0.15864157676696777,14
0.101,0.2588529586791992,14
0.099,0.31772851943969727,14
0.101,0.2839369773864746,14
0.099,0.269148588180542,14
0.101,0.16088509559631348,14
0.099,0.25929903984069824,14
0.1,0.3213353157043457,14
0.101,0.28603649139404297,14
0.099,0.2677483558654785,14
0.101,0.1610424518585205,14
0.099,0.25843381881713867,14
0.1,0.3194730281829834,14
0.1,0.291520357131958,14
0.1,0.2741422653198242,14
0.101,0.22696280479431152,14
0.1,0.25969672203063965,14
0.099,0.3171815872192383,14
0.1,0.2826981544494629,14
0.101,0.26282691955566406,14
0.099,0.2293856143951416,14
0.101,0.28884291648864746,14
0.099,0.39266109466552734,14
0.1,0.26639437675476074,14
0.1,0.24918842315673828,14
0.101,0.2116551399230957,14
0.099,0.29825353622436523,14
0.1,0.32816171646118164,14
0.1,0.27344751358032227,14
0.1,0.2600882053375244,14
0.1,0.18798136711120605,14
0.1,0.2625162601470947,14
0.101,0.36381053924560547,14
0.099,0.2870974540710449,14
0.1,0.2718789577484131,14
0.1,0.20234107971191406,14
0.1,0.2587580680847168,14
0.1,0.34238243103027344,14
0.101,0.29567670822143555,14
0.1,0.27368593215942383,14
0.099,0.2061316967010498,14
0.1,0.31302738189697266,14
0.101,0.3262913227081299,14
0.099,0.2848963737487793,14
0.1,0.26666259765625,14
0.1,0.18504619598388672,14
0.1,0.25911402702331543,14
0.101,0.3186526298522949,14
0.1,0.2752816677093506,14
0.099,0.2628018856048584,14
0.1,0.16030168533325195,14
0.1,0.25974416732788086,14
0.1,0.3192026615142822,14
0.1,0.28998804092407227,14
0.101,0.26770782470703125,14
0.099,0.15955615043640137,14
0.1,0.258528470993042,14
0.1,0.3178539276123047,14
0.1,0.28190040588378906,14
0.1,0.26289963722229004,14
0.1,0.15474224090576172,14
0.1,0.2559025287628174,14
0.1,0.36217284202575684,14
0.1,0.28241610527038574,14
0.1,0.2680690288543701,14
0.101,0.16762471199035645,14
0.1,0.27078771591186523,14
0.099,0.3164539337158203,14
0.1,0.28142356872558594,14
0.1,0.26603078842163086,14
0.1,0.2156543731689453,14
0.1,0.3170311450958252,14
0.1,0.2922837734222412,14
0.101,0.25838685035705566,14
0.099,0.2387852668762207,14
0.1,0.2021164894104004,14
0.101,0.28235769271850586,14
0.1,0.30436182022094727,14
0.099,0.2619483470916748,14
0.1,0.24638652801513672,14
0.1,0.20396065711975098,14
0.1,0.39074182510375977,14
0.1,0.3229343891143799,14
0.101,0.27158665657043457,14
0.099,0.24756622314453125,14
0.1,0.2005009651184082,14
0.101,0.30759668350219727,14
0.099,0.3044726848602295,14
0.1,0.2679708003997803,14
0.1,0.24711966514587402,14
0.1,0.18679213523864746,14
0.1,0.2888045310974121,14
0.1,0.3438436985015869,14
0.1,0.2759721279144287,14
0.1,0.24479103088378906,14
0.101,0.17220854759216309,14
0.1,0.2546565532684326,14
0.1,0.31028008460998535,14
0.099,0.2724876403808594,14
0.103,0.269270658493042,14
0.097,0.18868637084960938,14
0.1,0.2524406909942627,14
0.1,0.3188016414642334,14
0.101,0.335432767868042,14
0.099,0.257704496383667,14
0.1,0.15941762924194336,14
0.1,0.271986722946167,14
0.1,0.323028564453125,14
0.101,0.28128910064697266,14
0.099,0.2789602279663086,14
0.1,0.15598297119140625,14
0.1,0.2578139305114746,14
0.1,0.314375638961792,14
0.1,0.2834937572479248,14
0.1,0.2634305953979492,14
0.1,0.16270160675048828,14
0.1,0.26018452644348145,14
0.1,0.354736328125,14
0.101,0.28127050399780273,14
0.099,0.27030014991760254,14
0.101,0.1594693660736084,14
0.1,0.25748181343078613,14
0.099,0.3229222297668457,14
0.101,0.3535490036010742,14
0.1,0.26990485191345215,14
3.982,0.26042604446411133,15
0.1,0.14668846130371094,15
0.1,0.25374865531921387,15
0.1,0.36596155166625977,15
0.1,0.3418562412261963,15
0.1,0.2530837059020996,15
0.1,0.14963984489440918,15
0.1,0.2453615665435791,15
0.099,0.343780517578125,15
