Delta,Latency
0.1,0.30181407928466797
0.1,0.28124451637268066
0.1,0.23635482788085938
0.099,0.32118868827819824
0.101,0.3804781436920166
0.1,0.30980372428894043
0.1,0.2721686363220215
0.1,0.21017980575561523
0.099,0.2968258857727051
0.1,0.3576211929321289
0.101,0.3176853656768799
0.1,0.29990649223327637
0.1,0.248626708984375
0.099,0.2862706184387207
0.101,0.38852524757385254
0.099,0.30477404594421387
0.101,0.285228967666626
0.1,0.23232674598693848
0.099,0.35034751892089844
0.1,0.3857100009918213
0.101,0.3083939552307129
0.099,0.277956485748291
0.101,0.21118855476379395
0.099,0.3058152198791504
0.101,0.34281206130981445
0.099,0.3074464797973633
0.101,0.2871077060699463
0.1,0.19486308097839355
0.1,0.2934994697570801
0.1,0.3541989326477051
0.1,0.318756103515625
0.1,0.2965216636657715
0.099,0.20369672775268555
0.101,0.29120707511901855
0.1,0.3581526279449463
0.1,0.32233667373657227
0.1,0.308316707611084
0.1,0.19016671180725098
0.1,0.2971928119659424
0.1,0.39141368865966797
0.1,0.31574058532714844
0.1,0.30582737922668457
0.1,0.21458172798156738
0.1,0.306821346282959
0.101,0.37888669967651367
0.098,0.3466334342956543
0.1,0.27418971061706543
0.101,0.22962546348571777
0.105,0.36729884147644043
0.095,0.3820168972015381
0.1,0.30223846435546875
0.099,0.2773752212524414
0.101,0.19066953659057617
0.099,0.29963064193725586
0.101,0.3503110408782959
0.1,0.32262730598449707
0.099,0.2955968379974365
0.1,0.22443890571594238
0.101,0.32254815101623535
0.1,0.3810245990753174
0.099,0.30354857444763184
0.1,0.2888801097869873
0.1,0.2388594150543213
0.101,0.31479883193969727
0.099,0.3344085216522217
0.101,0.3022136688232422
0.099,0.2823214530944824
0.1,0.27170467376708984
0.101,0.30934572219848633
0.099,0.3722367286682129
0.101,0.3067612648010254
0.099,0.2749161720275879
0.101,0.19156670570373535
0.099,0.29253053665161133
0.101,0.3513309955596924
0.099,0.3160395622253418
0.101,0.29623866081237793
0.1,0.22664904594421387
0.099,0.326000452041626
0.102,0.386383056640625
0.098,0.376481294631958
0.101,0.25749874114990234
0.099,0.20310044288635254
0.101,0.2878458499908447
0.101,0.3355584144592285
0.099,0.3114497661590576
0.1,0.2973513603210449
0.1,0.1877884864807129
0.1,0.2927513122558594
0.101,0.3624444007873535
0.099,0.3136868476867676
0.1,0.2854132652282715
0.1,0.19180631637573242
0.1,0.3192431926727295
0.1,0.3619990348815918
0.099,0.3226933479309082
0.101,0.30886006355285645
0.099,0.18562579154968262
0.101,0.3065629005432129
0.099,0.3565666675567627
0.101,0.32955265045166016
0.1,0.30220556259155273
0.1,0.24986934661865234
0.1,0.33438777923583984
0.1,0.40762948989868164
0.099,0.28871846199035645
0.101,0.2779121398925781
0.099,0.23582983016967773
0.1,0.28380751609802246
0.101,0.3883843421936035
0.099,0.31003379821777344
0.101,0.2931842803955078
0.1,0.19098854064941406
0.099,0.29183173179626465
0.101,0.3552224636077881
0.1,0.31850743293762207
0.099,0.29929041862487793
0.1,0.24067401885986328
0.101,0.33164167404174805
0.1,0.400601863861084
0.099,0.31949329376220703
0.101,0.3013184070587158
0.099,0.32242298126220703
0.101,0.353818416595459
0.099,0.3723917007446289
0.102,0.2915165424346924
0.099,0.2755417823791504
0.1,0.2256605625152588
0.1,0.26661205291748047
0.1,0.38361430168151855
0.1,0.3063657283782959
0.1,0.28869032859802246
0.099,0.2162625789642334
0.101,0.28951311111450195
0.1,0.35361742973327637
0.1,0.3182408809661865
0.099,0.3568117618560791
0.101,0.2180769443511963
0.1,0.3228330612182617
0.1,0.4216632843017578
0.099,0.3081490993499756
0.101,0.2830636501312256
0.1,0.20326447486877441
0.1,0.28647541999816895
0.1,0.34836268424987793
0.099,0.3092503547668457
0.1,0.30570220947265625
0.101,0.19030475616455078
0.1,0.2984585762023926
0.099,0.34360575675964355
0.1,0.33228611946105957
0.101,0.3006906509399414
0.099,0.19756102561950684
0.101,0.3038654327392578
0.1,0.34543442726135254
0.099,0.31898999214172363
0.1,0.30291128158569336
0.1,0.1941394805908203
0.1,0.2942314147949219
0.1,0.3575894832611084
0.1,0.325397253036499
0.1,0.3021249771118164
0.1,0.2522742748260498
0.1,0.34563541412353516
0.1,0.38895440101623535
0.101,0.34310436248779297
0.1,0.284930944442749
0.1,0.2140357494354248
0.1,0.2906651496887207
0.1,0.36365318298339844
0.1,0.31777358055114746
0.099,0.301680326461792
0.101,0.1996762752532959
0.1,0.29717063903808594
0.1,0.36093759536743164
0.099,0.3250241279602051
0.101,0.30591487884521484
0.1,0.25695252418518066
0.101,0.3223075866699219
0.099,0.3749070167541504
0.1,0.30266594886779785
0.1,0.2827939987182617
0.1,0.28005528450012207
0.099,0.28421568870544434
0.102,0.3590366840362549
0.099,0.3209207057952881
0.099,0.28868603706359863
0.101,0.20930123329162598
0.1,0.3017313480377197
0.1,0.404498815536499
0.101,0.3228006362915039
0.098,0.30548620223999023
0.1,0.193800687789917
0.101,0.3243293762207031
0.099,0.36075592041015625
0.101,0.3291165828704834
0.1,0.31580090522766113
0.1,0.21854710578918457
0.1,0.3421318531036377
0.1,0.39266252517700195
0.1,0.35602831840515137
0.101,0.34366679191589355
0.098,0.2086048126220703
0.101,0.30754518508911133
0.099,0.35395050048828125
0.101,0.32031679153442383
0.1,0.3098776340484619
0.1,0.2070620059967041
0.1,0.3069779872894287
0.1,0.36736297607421875
0.1,0.32817697525024414
0.1,0.30193328857421875
0.1,0.1907055377960205
0.1,0.2948737144470215
0.099,0.3330817222595215
0.101,0.2959935665130615
0.1,0.2976415157318115
0.1,0.22683167457580566
0.1,0.3176250457763672
0.1,0.3430449962615967
0.1,0.3059978485107422
0.1,0.283322811126709
0.099,0.25171756744384766
0.101,0.3104064464569092
0.1,0.33480381965637207
0.1,0.2981736660003662
0.101,0.28329038619995117
0.099,0.20598697662353516
0.1,0.28708887100219727
0.1,0.342531681060791
0.101,0.3106060028076172
0.098,0.2900850772857666
0.101,0.21989178657531738
0.1,0.323439359664917
0.1,0.38654088973999023
0.099,0.30645298957824707
0.1,0.2767155170440674
0.101,0.29213571548461914
0.099,0.3783130645751953
0.101,0.35693359375
0.099,0.2724766731262207
0.101,0.25595903396606445
0.099,0.22976946830749512
0.101,0.2856144905090332
0.099,0.3388979434967041
0.1,0.30303430557250977
0.101,0.29029250144958496
0.1,0.19968152046203613
0.099,0.30570268630981445
0.101,0.3594508171081543
0.1,0.33072662353515625
0.1,0.30855655670166016
0.099,0.19403886795043945
0.101,0.29784631729125977
0.101,0.3514106273651123
0.098,0.319469690322876
0.101,0.301677942276001
0.1,0.22255992889404297
0.099,0.3269815444946289
0.101,0.3851642608642578
0.099,0.3034219741821289
0.101,0.2788963317871094
0.099,0.2028508186340332
0.101,0.27837419509887695
0.101,0.3598015308380127
0.098,0.3039216995239258
0.101,0.28925633430480957
0.1,0.19199776649475098
0.1,0.2981901168823242
0.1,0.35010600090026855
0.1,0.3162081241607666
0.099,0.3083782196044922
0.101,0.18965768814086914
0.1,0.29270148277282715
0.099,0.3538022041320801
0.101,0.3168163299560547
0.1,0.3377113342285156
0.099,0.22107625007629395
0.101,0.32271862030029297
0.1,0.3415076732635498
0.099,0.3025975227355957
0.101,0.29183077812194824
0.1,0.2219235897064209
0.1,0.3334932327270508
0.1,0.3828277587890625
0.099,0.3456916809082031
0.1,0.2785336971282959
0.1,0.21820473670959473
0.1,0.2999286651611328
0.101,0.36132287979125977
0.1,0.3247537612915039
0.099,0.2817676067352295
0.101,0.22388291358947754
0.1,0.32330894470214844
0.099,0.3405759334564209
0.1,0.29738378524780273
0.101,0.3172299861907959
0.1,0.29123973846435547
0.099,0.27129411697387695
0.101,0.328594446182251
0.099,0.29230618476867676
0.101,0.2727830410003662
0.099,0.18598461151123047
0.101,0.2901122570037842
0.1,0.35366392135620117
0.1,0.3347339630126953
0.099,0.27866339683532715
0.1,0.1917252540588379
0.101,0.29223084449768066
0.1,0.3528316020965576
0.099,0.3158273696899414
0.101,0.29706835746765137
0.1,0.1956329345703125
0.1,0.29436421394348145
0.101,0.35561609268188477
0.098,0.3155198097229004
0.101,0.2991068363189697
0.099,0.2200624942779541
0.101,0.3268270492553711
0.1,0.3863489627838135
0.099,0.3040502071380615
0.101,0.2758610248565674
0.1,0.19839835166931152
0.1,0.29253602027893066
0.1,0.35242557525634766
0.099,0.3186001777648926
0.101,0.334735631942749
0.1,0.19318342208862305
0.1,0.30778026580810547
0.1,0.3542306423187256
0.101,0.32993245124816895
0.098,0.3065962791442871
0.101,0.22254538536071777
0.1,0.33112406730651855
0.099,0.34697985649108887
0.1,0.31102848052978516
0.101,0.2960846424102783
0.1,0.22437095642089844
0.1,0.29906773567199707
0.1,0.3613700866699219
0.1,0.31401824951171875
0.099,0.2941427230834961
0.101,0.22711515426635742
0.1,0.3136882781982422
0.1,0.3822746276855469
0.1,0.34827113151550293
0.1,0.27321529388427734
0.099,0.2133159637451172
0.101,0.28924012184143066
0.1,0.34862422943115234
0.1,0.312929630279541
0.1,0.29019713401794434
0.1,0.30846238136291504
0.099,0.3070206642150879
0.101,0.36283111572265625
0.1,0.28435516357421875
0.1,0.27470827102661133
0.103,0.21972012519836426
0.096,0.3085649013519287
0.101,0.35161304473876953
0.1,0.32323527336120605
0.1,0.29014134407043457
0.099,0.19515228271484375
0.101,0.3008284568786621
0.1,0.361799955368042
0.1,0.31797242164611816
0.1,0.30658578872680664
0.1,0.19272589683532715
0.1,0.29566168785095215
0.099,0.35981225967407227
0.101,0.32619404792785645
0.1,0.30530238151550293
0.099,0.19172954559326172
0.101,0.29096078872680664
0.1,0.35296058654785156
0.099,0.31740570068359375
0.101,0.30512309074401855
0.099,0.23250222206115723
0.101,0.3320300579071045
0.099,0.3925752639770508
0.1,0.2996659278869629
0.1,0.30776429176330566
0.101,0.20212316513061523
0.1,0.2892584800720215
0.1,0.35320591926574707
0.101,0.3193485736846924
0.099,0.2905247211456299
0.099,0.19302058219909668
0.101,0.27480649948120117
0.1,0.3963053226470947
0.1,0.32028722763061523
0.099,0.29306745529174805
0.101,0.22250032424926758
0.1,0.3214750289916992
0.101,0.34146833419799805
0.098,0.30658936500549316
0.101,0.29277992248535156
0.1,0.18819093704223633
0.1,0.2900991439819336
0.1,0.3556191921234131
0.099,0.3198883533477783
0.1,0.2956349849700928
0.101,0.23046541213989258
0.1,0.30509042739868164
0.1,0.38289952278137207
0.1,0.3465564250946045
0.099,0.27897047996520996
0.1,0.2867734432220459
0.101,0.37816953659057617
0.1,0.3483116626739502
0.1,0.27063608169555664
0.099,0.2487938404083252
0.101,0.2853248119354248
0.099,0.30566859245300293
0.101,0.3745994567871094
0.101,0.29224443435668945
0.098,0.2705864906311035
0.101,0.23648571968078613
0.1,0.283552885055542
0.101,0.3454098701477051
0.098,0.3104360103607178
0.101,0.29110169410705566
0.1,0.18592333793640137
0.1,0.2912588119506836
